"","subject","activity","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_z","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_z","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_z"
"138",22,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"139",18,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"140",28,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"141",6,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"142",17,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"143",16,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"144",14,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"145",23,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"146",15,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"147",29,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"148",26,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"149",25,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"150",1,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"151",30,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"152",27,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"153",14,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"154",28,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"155",6,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"156",13,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"157",26,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"158",29,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"159",20,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"160",12,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"161",11,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"162",3,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"163",7,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"164",10,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"165",8,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"166",21,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"167",4,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"168",18,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"169",5,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"170",22,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"171",9,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"172",25,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"173",19,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"174",23,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"175",24,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"176",16,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"177",1,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"178",15,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"179",2,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"180",17,"LAYING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
